Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,UNITED STATES,19.8,11.88,Prefer not to say,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,89,AUSTRALIA,39.6,23.76,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,NEW ZEALAND,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18,ITALY,19.8,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,ITALY,19.8,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,FRANCE,0,17.82,Prefer not to say,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,AUSTRIA,19.8,11.88,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,0,5.94,Prefer not to say,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,THAILAND,0,23.76,Prefer not to say,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,AUSTRALIA,9.9,5.94,Prefer not to say,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,33,MALAYSIA,39.6,23.76,Prefer not to say,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35,AUSTRALIA,19.8,11.88,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,29.7,17.82,Prefer not to say,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,DENMARK,29.7,17.82,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,29.7,17.82,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,NETHERLANDS,0,5.94,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,AUSTRALIA,29.7,17.82,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,SINGAPORE,42,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CANADA,79,0,Prefer not to say,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,CZECH REPUBLIC,84,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,IRELAND,70,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47,CHINA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,INDONESIA,24,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,GEORGIA,52,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,"TAIWAN, PROVINCE OF CHINA",27,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,VIET NAM,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,CHINA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,74,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54,HONG KONG,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39,JAPAN,73,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39,JAPAN,73,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,77,THAILAND,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,GERMANY,84,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,SRI LANKA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,HONG KONG,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,TUNISIA,104,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,THAILAND,39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,59,CAMBODIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,MALAYSIA,23,0,Prefer not to say,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,CHINA,47,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,HONG KONG,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,88,AUSTRALIA,49,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,HONG KONG,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,AUSTRALIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,43,CHINA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,UNITED STATES,10,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,36,UNITED STATES,10,0,Prefer not to say,25
EPX,Travel Agency,Online,Cancellation Plan,No,43,CHINA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,70,UNITED STATES,46,0,Prefer not to say,38
EPX,Travel Agency,Online,Cancellation Plan,No,3,CAMBODIA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,THAILAND,13,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,15,HONG KONG,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,SWITZERLAND,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,"KOREA, REPUBLIC OF",23,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED STATES,32,0,Prefer not to say,53
EPX,Travel Agency,Online,Cancellation Plan,No,5,THAILAND,25,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,62,GERMANY,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,UNITED STATES,29,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,MYANMAR,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,63,UNITED KINGDOM,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,LAO PEOPLE'S DEMOCRATIC REPUBLIC,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,63,UNITED KINGDOM,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,GERMANY,55,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,67,MONGOLIA,52,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,VIET NAM,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,10,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,9,HONG KONG,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,PHILIPPINES,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,SINGAPORE,43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,78,"KOREA, REPUBLIC OF",57,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,CAMBODIA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,94,NEW ZEALAND,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,25,INDIA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,VIET NAM,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,ISRAEL,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,"KOREA, REPUBLIC OF",16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,CANADA,67,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,46,HONG KONG,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,UNITED STATES,80,0,Prefer not to say,47
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,80,0,Prefer not to say,54
EPX,Travel Agency,Online,Cancellation Plan,No,12,JAPAN,70,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,55,NEW ZEALAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,CHINA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,MALAYSIA,20,0,Prefer not to say,50
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,"KOREA, REPUBLIC OF",57,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,35,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,101,UNITED STATES,61,0,Prefer not to say,25
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,18,CHINA,27,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,43,JAPAN,20,0,Prefer not to say,36
KML,Travel Agency,Online,Value Plan,No,38,INDONESIA,33,12.54,F,48
RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6,Prefer not to say,53
SSI,Airlines,Online,Ticket Protector,No,73,SINGAPORE,9.33,2.62,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,43,HONG KONG,26,9.1,F,48
JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30,10.5,F,27
JZI,Airlines,Online,Basic Plan,No,5,CHINA,22,7.7,F,26
JZI,Airlines,Online,Basic Plan,No,20,MALAYSIA,22,7.7,M,40
JZI,Airlines,Online,Basic Plan,No,29,PHILIPPINES,18,6.3,F,31
JZI,Airlines,Online,Basic Plan,No,13,HONG KONG,26,9.1,M,49
JZI,Airlines,Online,Basic Plan,No,7,JAPAN,26,9.1,M,47
JZI,Airlines,Online,Basic Plan,No,45,INDONESIA,37,12.95,F,35
JZI,Airlines,Online,Basic Plan,No,53,THAILAND,22,7.7,M,27
JZI,Airlines,Online,Basic Plan,No,44,INDONESIA,30,10.5,F,35
JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,18,6.3,F,42
JZI,Airlines,Online,Basic Plan,No,16,THAILAND,18,6.3,M,35
JZI,Airlines,Online,Basic Plan,No,18,INDONESIA,18,6.3,F,25
JZI,Airlines,Online,Basic Plan,No,13,THAILAND,22,7.7,F,39
JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,46
JZI,Airlines,Online,Basic Plan,No,46,"KOREA, REPUBLIC OF",35,12.25,M,25
JZI,Airlines,Online,Basic Plan,No,14,THAILAND,18,6.3,M,38
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,40
JZI,Airlines,Online,Value Plan,No,25,HONG KONG,58,20.3,F,47
EPX,Travel Agency,Offline,2 way Comprehensive Plan,No,10,UNITED STATES,68,0,Prefer not to say,46
ART,Airlines,Online,24 Protect,No,8,PHILIPPINES,3.1,1.08,F,48
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,30.55,7.64,M,33
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,109,27.25,M,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,0,23.76,Prefer not to say,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,UNITED ARAB EMIRATES,29.7,17.82,Prefer not to say,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,THAILAND,39.6,23.76,Prefer not to say,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,9.9,5.94,Prefer not to say,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,UNITED KINGDOM,0,17.82,Prefer not to say,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,40,CANADA,29.7,17.82,Prefer not to say,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,29.7,17.82,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,THAILAND,29.7,17.82,Prefer not to say,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,SINGAPORE,29.7,17.82,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,AUSTRALIA,19.8,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,47,CANADA,29.7,17.82,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,AUSTRALIA,19.8,11.88,Prefer not to say,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,43,0,Prefer not to say,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,Prefer not to say,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91,CAMBODIA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,"KOREA, REPUBLIC OF",26,0,Prefer not to say,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38,THAILAND,51,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,NEPAL,63,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,HONG KONG,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,55,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,VIET NAM,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,THAILAND,39,0,Prefer not to say,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,THAILAND,27,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,66,THAILAND,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,VIET NAM,31,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,MACAO,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,INDONESIA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71,SINGAPORE,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,THAILAND,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,INDIA,36,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,HONG KONG,20,0,Prefer not to say,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,INDONESIA,55,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,CHINA,48,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,INDONESIA,48,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70,CAMBODIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,THAILAND,34,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,"TAIWAN, PROVINCE OF CHINA",26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,66,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,THAILAND,17,0,Prefer not to say,47
EPX,Travel Agency,Online,Cancellation Plan,No,47,SWITZERLAND,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,NEW ZEALAND,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CHINA,43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,"KOREA, REPUBLIC OF",15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,INDIA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,INDIA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,UNITED ARAB EMIRATES,55,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,THAILAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,66,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,THAILAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,VIET NAM,16,0,Prefer not to say,40
EPX,Travel Agency,Online,Cancellation Plan,No,25,"KOREA, REPUBLIC OF",32,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,"KOREA, REPUBLIC OF",42,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,61,THAILAND,10,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,15,INDONESIA,10,0,Prefer not to say,42
EPX,Travel Agency,Online,Cancellation Plan,No,17,UNITED STATES,80,0,Prefer not to say,41
EPX,Travel Agency,Online,Cancellation Plan,No,30,DENMARK,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,38,CHINA,49,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,THAILAND,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,65,PHILIPPINES,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,COLOMBIA,80,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,96,CHINA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,27,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,71,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,48,COLOMBIA,80,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,17,AUSTRALIA,49,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,VIET NAM,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,10,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,33,AUSTRALIA,43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,JAPAN,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,JAPAN,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,HONG KONG,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CAMBODIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,"TAIWAN, PROVINCE OF CHINA",20,0,Prefer not to say,47
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,26,"TAIWAN, PROVINCE OF CHINA",41,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,41,UNITED KINGDOM,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,AUSTRALIA,20,0,Prefer not to say,36
KML,Travel Agency,Online,Value Plan,No,4,INDONESIA,22,8.36,M,48
SSI,Airlines,Online,Ticket Protector,No,3,SINGAPORE,3.54,0.99,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,22,MYANMAR,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,16,CHINA,35,12.25,F,39
JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,18,6.3,M,34
JZI,Airlines,Online,Basic Plan,No,54,JAPAN,26,9.1,F,32
JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,33,11.55,M,45
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,39
JZI,Airlines,Online,Basic Plan,No,7,CHINA,26,9.1,F,33
JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,30
JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,22,7.7,F,52
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,F,28
JZI,Airlines,Online,Basic Plan,No,24,THAILAND,30,10.5,M,48
JZI,Airlines,Online,Value Plan,No,19,"KOREA, REPUBLIC OF",69,24.15,M,43
ART,Airlines,Online,24 Protect,No,91,VIET NAM,19.55,6.84,M,48
ART,Airlines,Online,24 Protect,No,2,PHILIPPINES,8.85,3.1,F,48
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,38.35,9.59,F,51
C2B,Airlines,Online,Bronze Plan,No,58,SINGAPORE,17.55,4.39,F,38
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,17.55,4.39,F,41
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,14.95,3.74,M,28
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,69.55,17.39,M,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,UNITED STATES,19.8,11.88,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,"KOREA, REPUBLIC OF",29.7,17.82,Prefer not to say,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,AUSTRALIA,39.6,23.76,Prefer not to say,31
